,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE,VOLUME,Averageclose,Averagevolume
2017-02-15,4208.0,12574.0,4225.2,5426.4,4322.0,10124.0,4307.2,6610.0,14845.0,70.0,14511.0,103.6,,,,,1703.0,25156.0,1726.4,40228.8,16435.0,606.0,16456.0,1008.0,2023.0,4080.0,2050.2,4254.4,50000.0,796.0,50008.0,1866.4,,,,,1375.0,412.0,1346.8,333.2,3476.0,44.0,3450.0,103.6,600.0,20024.0,587.3,18667.2,,,,,,,,,,,,,1552.0,448.0,1510.2,402.4,3937.0,1008.0,3942.8,1656.0,1126.0,212.0,1100.2,309.6,10380.0,2038.0,10419.0,1253.6,2935.0,35884.0,2955.4,26030.0,2902.0,676.0,2877.2,544.8,,,,,7420.0,2432.0,7475.2,3849.6,5782.0,7090.0,5838.8,8136.0,9348.0,682.0,9366.0,424.0,2317.0,17006.0,2332.2,16306.8,23515.0,2164.0,23235.0,1576.8,6176.0,24.0,6426.4,22.0,150530.0,8.0,150612.0,3.2,7025.0,9350.0,7045.4,6866.0,,,,,5900.0,3752.0,5955.2,4463.6,,,,,6735.0,84.0,6810.0,85.2,7008.0,4300.0,7045.2,3882.4,534.4,390.0,532.0799999999999,314.8,23680.0,16.0,23570.0,71.6
2017-02-16,4212.0,3232.0,4224.6,5358.4,4331.0,8136.0,4318.6,7402.8,14685.0,50.0,14615.0,99.6,,,,,1711.0,49076.0,1721.2,37764.8,16360.0,1446.0,16450.0,1132.0,2031.0,2100.0,2044.2,3619.2,49780.0,668.0,50264.0,1818.8,,,,,1362.0,672.0,1364.8,446.8,3522.0,72.0,3492.2,96.4,594.0,24142.0,597.6,21518.0,,,,,,,,,,,,,1560.5,472.0,1538.9,444.0,3947.0,886.0,3943.8,1506.8,1140.0,228.0,1120.2,306.0,10100.0,2530.0,10384.0,1482.4,2962.0,32772.0,2958.8,30382.4,2865.0,598.0,2888.6,604.8,,,,,7388.0,6144.0,7458.4,4722.8,5742.0,11796.0,5806.0,9870.8,9125.0,538.0,9349.8,453.6,2336.0,18754.0,2335.4,17934.8,22560.0,1332.0,23279.0,1690.0,6258.0,30.0,6408.0,27.6,151880.0,8.0,150972.0,4.8,7043.0,13046.0,7050.2,8586.8,,,,,5848.0,2058.0,5947.6,4652.8,,,,,6690.0,118.0,6799.0,93.2,6992.0,5584.0,7034.0,4749.2,537.0,1230.0,533.9599999999999,524.4,23615.0,16.0,23722.0,70.8
2017-02-17,4189.0,6696.0,4216.4,6110.4,4332.0,5206.0,4333.2,7491.2,14495.0,108.0,14654.0,110.8,,,,,1706.0,41538.0,1714.8,39232.4,16200.0,1000.0,16409.0,1223.2,2020.0,3218.0,2035.2,3414.0,49630.0,384.0,50396.0,1726.4,,,,,1373.0,680.0,1373.6,529.6,3498.0,176.0,3508.0,107.2,603.5,12462.0,604.2,18900.4,,,,,,,,,,,,,1603.0,266.0,1567.6,418.8,3955.0,2400.0,3951.2,1398.4,1157.5,96.0,1138.3,276.0,10065.0,498.0,10339.0,1384.8,2931.0,59954.0,2949.2,39258.4,2850.0,568.0,2894.6,651.6,,,,,7304.0,6958.0,7410.4,5114.8,5644.0,21154.0,5748.4,12938.0,9055.0,300.0,9312.8,464.0,2316.0,15004.0,2328.6,17396.4,22270.0,2172.0,23209.0,1929.6,6170.0,12.0,6362.4,29.6,151320.0,0.0,151220.0,4.8,7067.0,10144.0,7055.4,9408.0,,,,,5864.0,1060.0,5936.8,3504.4,,,,,6685.0,34.0,6776.0,92.4,6902.0,5660.0,6990.8,5166.4,539.0,200.0,535.4399999999999,455.6,23250.0,16.0,23695.0,42.4
2017-02-20,4179.0,3180.0,4206.6,6283.6,4313.0,5284.0,4328.4,6836.0,14535.0,54.0,14672.0,111.2,,,,,1720.0,34598.0,1711.0,37910.4,16265.0,874.0,16360.0,1029.2,2036.0,1460.0,2030.4,3149.6,49970.0,512.0,50096.0,712.8,,,,,1384.0,258.0,1375.0,481.2,3544.0,388.0,3511.4,150.0,615.0,13304.0,605.2,17730.8,,,,,,,,,,,,,1665.0,418.0,1591.0,410.8,3999.0,2806.0,3959.4,1548.8,1200.0,110.0,1152.7,191.6,10085.0,410.0,10240.0,1172.4,2947.0,11208.0,2944.4,34756.0,2861.0,204.0,2885.4,565.2,,,,,7338.0,3108.0,7377.6,4465.2,5650.0,8728.0,5715.2,11877.6,9066.0,126.0,9227.2,380.8,2333.0,6322.0,2326.0,14996.0,22310.0,1188.0,22897.0,1553.6,,0.0,,19.2,151000.0,0.0,151404.0,4.8,7075.0,6288.0,7053.8,8916.0,,,,,5880.0,1330.0,5906.8,2739.2,,,,,6700.0,14.0,6737.0,69.2,6910.0,2056.0,6964.0,4764.0,545.6,308.0,537.64,455.2,22985.0,28.0,23507.0,27.6
2017-02-21,4193.0,4450.0,4196.2,6026.4,4339.0,7368.0,4327.4,7223.6,14685.0,38.0,14649.0,64.0,,,,,1719.0,39076.0,1711.8,37888.8,16345.0,1104.0,16321.0,1006.0,2036.0,5848.0,2029.2,3341.2,49970.0,460.0,49870.0,564.0,,,,,1379.0,406.0,1374.6,485.6,3554.0,250.0,3518.8,186.0,631.5,17280.0,608.8,17442.4,,,,,,,,,,,,,1657.0,602.0,1607.5,441.2,4008.0,1686.0,3969.2,1757.2,1210.0,112.0,1166.7,151.6,9965.0,600.0,10119.0,1215.2,2968.0,16108.0,2948.6,31185.2,2795.0,1150.0,2854.6,639.2,,,,,7316.0,6560.0,7353.2,5040.4,5636.0,11684.0,5690.8,12090.4,8966.0,222.0,9112.0,373.6,2352.0,9304.0,2330.8,13278.0,22150.0,1206.0,22561.0,1612.4,6170.0,14.0,,16.0,151350.0,22.0,151216.0,7.6,7086.0,9490.0,7059.2,9663.6,,,,,5864.0,1160.0,5871.2,1872.0,,,,,6575.0,80.0,6677.0,66.0,6892.0,4596.0,6940.8,4439.2,547.8,876.0,540.76,600.8,23485.0,16.0,23403.0,18.4
2017-02-22,4155.0,1890.0,4185.6,3889.6,4333.0,5718.0,4329.6,6342.4,14465.0,38.0,14573.0,57.6,,,,,1728.0,24054.0,1716.8,37668.4,16195.0,718.0,16273.0,1028.4,2043.0,4396.0,2033.2,3404.4,49830.0,116.0,49836.0,428.0,,,,,1369.0,300.0,1373.4,463.2,3487.0,282.0,3521.0,233.6,620.0,17064.0,612.8,16850.4,,,,,,,,,,,,,1615.0,314.0,1620.1,414.4,4065.0,2258.0,3994.8,2007.2,1183.5,58.0,1178.2,120.8,10015.0,302.0,10046.0,868.0,2948.0,18826.0,2951.2,27773.6,2788.0,884.0,2831.8,680.8,,,,,7296.0,4942.0,7328.4,5542.4,5596.0,14122.0,5653.6,13496.8,8932.0,282.0,9028.8,293.6,2342.0,10570.0,2335.8,11990.8,22040.0,1320.0,22266.0,1443.6,6164.0,6.0,,12.4,150890.0,2.0,151288.0,6.4,7109.0,7834.0,7076.0,9360.4,,,,,5880.0,3094.0,5867.2,1740.4,,,,,6560.0,152.0,6642.0,79.6,6872.0,4022.0,6913.6,4383.6,545.8,600.0,543.0400000000001,642.8,23080.0,20.0,23283.0,19.2
2017-02-23,4141.0,4488.0,4171.4,4140.8,4325.0,5506.0,4328.4,5816.4,14335.0,84.0,14503.0,64.4,,,,,1712.0,39542.0,1717.0,35761.6,16250.0,1082.0,16251.0,955.6,2032.0,3712.0,2033.4,3726.8,49510.0,136.0,49782.0,321.6,,,,,1355.0,418.0,1372.0,412.4,3438.0,146.0,3504.2,248.4,608.0,15626.0,615.6,15147.2,,,,,,,,,,,,,1624.5,210.0,1632.9,362.0,4085.0,2434.0,4022.4,2316.8,1176.0,90.0,1185.4,93.2,9845.0,640.0,9995.0,490.0,2923.0,23422.0,2943.4,25903.6,2715.0,618.0,2801.8,684.8,,,,,7220.0,6800.0,7294.8,5673.6,5530.0,10596.0,5611.2,13256.8,8764.0,328.0,8956.6,251.6,2312.0,10998.0,2331.0,10439.6,20835.0,1488.0,21921.0,1474.8,6160.0,22.0,,10.8,149090.0,20.0,150730.0,8.8,7116.0,7830.0,7090.6,8317.2,,,,,5748.0,3622.0,5847.2,2053.2,,,,,6415.0,92.0,6587.0,74.4,6812.0,5118.0,6877.6,4290.4,552.6,660.0,546.1600000000001,528.8,22815.0,40.0,23123.0,24.0
2017-02-24,4119.0,6810.0,4157.4,4163.6,4377.0,13670.0,4337.4,7509.2,14355.0,186.0,14475.0,80.0,,,,,1728.0,47338.0,1721.4,36921.6,16580.0,2394.0,16327.0,1234.4,2057.0,4968.0,2040.8,4076.8,48980.0,374.0,49652.0,319.6,,,,,1359.0,352.0,1369.2,346.8,3422.0,484.0,3489.0,310.0,595.5,23834.0,614.0,17421.6,,,,,,,,,,,,,1645.5,496.0,1641.4,408.0,4094.0,2740.0,4050.2,2384.8,1187.0,132.0,1191.3,100.4,9855.0,712.0,9953.0,532.8,2919.0,29360.0,2941.0,19784.8,2754.0,366.0,2782.6,644.4,,,,,7218.0,7562.0,7277.6,5794.4,5584.0,23320.0,5599.2,13690.0,8815.0,432.0,8908.6,278.0,2311.0,8626.0,2330.0,9164.0,20920.0,978.0,21651.0,1236.0,6156.0,4.0,,9.2,149980.0,0.0,150462.0,8.8,7040.0,18206.0,7085.2,9929.6,,,,,5812.0,926.0,5836.8,2026.4,,,,,6500.0,24.0,6550.0,72.4,6804.0,9270.0,6858.0,5012.4,549.8,490.0,548.32,586.8,22885.0,64.0,23050.0,33.6
2017-02-27,4104.0,2210.0,4142.4,3969.6,4426.0,8514.0,4360.0,8155.2,14470.0,14.0,14462.0,72.0,,,,,1739.0,45020.0,1725.2,39006.0,16560.0,2102.0,16386.0,1480.0,2085.0,9708.0,2050.6,5726.4,48920.0,194.0,49442.0,256.0,,,,,1368.0,280.0,1366.0,351.2,3473.0,458.0,3474.8,324.0,607.5,26940.0,612.5,20148.8,,,,,,,,,,,,,1652.0,312.0,1638.8,386.8,4134.0,1770.0,4077.2,2177.6,1183.5,140.0,1188.0,106.4,9880.0,610.0,9912.0,572.8,2935.0,19036.0,2938.6,21350.4,2784.0,590.0,2767.2,721.6,,,,,7218.0,3468.0,7253.6,5866.4,5606.0,19504.0,5590.4,15845.2,8891.0,304.0,8873.6,313.6,2331.0,10690.0,2329.6,10037.6,20920.0,1028.0,21373.0,1204.0,6194.0,16.0,6168.8,12.4,151430.0,0.0,150548.0,8.8,7038.0,12170.0,7077.8,11106.0,,,,,5810.0,10464.0,5822.8,3853.2,,,,,6580.0,74.0,6526.0,84.4,6804.0,3784.0,6836.8,5358.0,554.0,474.0,550.0000000000001,620.0,22885.0,36.0,23030.0,35.2
2017-02-28,4110.0,1556.0,4125.8,3390.8,4412.0,4700.0,4374.6,7621.6,14360.0,128.0,14397.0,90.0,,,,,1745.0,32846.0,1730.4,37760.0,16620.0,1014.0,16441.0,1462.0,2077.0,5634.0,2058.8,5683.6,48830.0,60.0,49214.0,176.0,,,,,1341.0,356.0,1358.4,341.2,3362.0,198.0,3436.4,313.6,582.0,30048.0,602.6,22702.4,,,,,,,,,,,,,1634.0,202.0,1634.2,306.8,4141.0,1380.0,4103.8,2116.4,1183.0,96.0,1182.6,103.2,9805.0,554.0,9880.0,563.6,2931.0,19482.0,2931.2,22025.2,2729.0,760.0,2754.0,643.6,,,,,7230.0,4448.0,7236.4,5444.0,5588.0,20740.0,5580.8,17656.4,8759.0,396.0,8832.2,348.4,2330.0,11246.0,2325.2,10426.0,20700.0,2034.0,21083.0,1369.6,6166.0,54.0,6168.0,20.4,149400.0,2.0,150158.0,4.8,7006.0,9532.0,7061.8,11114.4,,,,,5782.0,2914.0,5806.4,4204.0,,,,,6490.0,44.0,6509.0,77.2,6800.0,3986.0,6818.4,5236.0,561.4,628.0,552.72,570.4,22815.0,8.0,22896.0,33.6
2017-03-01,4129.0,2440.0,4120.6,3500.8,4387.0,7738.0,4385.4,8025.6,14670.0,268.0,14438.0,136.0,,,,,1744.0,29060.0,1733.6,38761.2,16740.0,1964.0,16550.0,1711.2,2080.0,2012.0,2066.2,5206.8,49710.0,46.0,49190.0,162.0,,,,,1341.0,198.0,1352.8,320.8,3399.0,544.0,3418.8,366.0,586.0,19638.0,595.8,23217.2,,,,,,,,,,,,,1713.5,292.0,1653.9,302.4,4139.0,1096.0,4118.6,1884.0,1236.5,240.0,1193.2,139.6,9770.0,826.0,9831.0,668.4,2962.0,42172.0,2934.0,26694.4,2690.0,962.0,2734.4,659.2,,,,,7318.0,14040.0,7240.8,7263.6,5672.0,25742.0,5596.0,19980.4,8745.0,256.0,8794.8,343.2,2344.0,28256.0,2325.6,13963.2,20885.0,910.0,20852.0,1287.6,6112.0,8.0,6157.6,20.8,148360.0,6.0,149652.0,5.6,7070.0,10720.0,7054.0,11691.6,,,,,5780.0,4984.0,5786.4,4582.0,,,,,6495.0,24.0,6496.0,51.6,6900.0,9098.0,6824.0,6251.2,562.8,666.0,556.1200000000001,583.6,23215.0,126.0,22923.0,54.8
2017-03-02,4118.0,1962.0,4116.0,2995.6,4403.0,5260.0,4401.0,7976.4,14650.0,28.0,14501.0,124.8,,,,,1749.0,36262.0,1741.0,38105.2,16690.0,1362.0,16638.0,1767.2,2088.0,5762.0,2077.4,5616.8,49820.0,110.0,49252.0,156.8,,,,,1347.0,198.0,1351.2,276.8,3399.0,524.0,3411.0,441.6,592.0,20576.0,592.6,24207.2,,,,,,,,,,,,,1711.0,254.0,1671.2,311.2,4111.0,1658.0,4123.8,1728.8,1225.0,136.0,1203.0,148.8,9800.0,520.0,9822.0,644.4,2990.0,29994.0,2947.4,28008.8,2676.0,1068.0,2726.6,749.2,,,,,7362.0,4284.0,7269.2,6760.4,5714.0,10154.0,5632.8,19892.0,8771.0,304.0,8796.2,338.4,2365.0,13008.0,2336.2,14365.2,20980.0,644.0,20881.0,1118.8,6168.0,2.0,6159.2,16.8,149570.0,12.0,149748.0,4.0,7086.0,6026.0,7048.0,11330.8,,,,,5782.0,920.0,5793.2,4041.6,,,,,6480.0,46.0,6509.0,42.4,6954.0,6886.0,6852.4,6604.8,565.0,398.0,558.6000000000001,531.2,23250.0,126.0,23010.0,72.0
2017-03-03,4040.0,4032.0,4100.2,2440.0,4269.0,19496.0,4379.4,9141.6,14630.0,36.0,14556.0,94.8,,,,,1764.0,24530.0,1748.2,33543.6,16665.0,4922.0,16655.0,2272.8,2092.0,5124.0,2084.4,5648.0,49350.0,90.0,49326.0,100.0,,,,,1327.0,494.0,1344.8,305.2,3354.0,602.0,3397.4,465.2,583.0,39184.0,590.1,27277.2,,,,,,,,,,,,,1699.5,176.0,1682.0,247.2,4129.0,1512.0,4130.8,1483.2,1226.0,186.0,1210.8,159.6,9840.0,724.0,9819.0,646.8,2973.0,14804.0,2958.2,25097.6,2674.0,1220.0,2710.6,920.0,,,,,7360.0,5506.0,7297.6,6349.2,5720.0,9524.0,5660.0,17132.8,8800.0,502.0,8793.2,352.4,2355.0,8326.0,2345.0,14305.2,21265.0,872.0,20950.0,1097.6,6178.0,8.0,6163.6,17.6,148220.0,4.0,149396.0,4.8,7164.0,33524.0,7072.8,14394.4,,,,,5748.0,1074.0,5780.4,4071.2,,,,,6640.0,60.0,6537.0,49.6,6954.0,4088.0,6882.4,5568.4,568.6,758.0,562.36,584.8,22830.0,52.0,22999.0,69.6
2017-03-06,4034.0,5126.0,4086.2,3023.2,4278.0,14362.0,4349.8,10311.2,14360.0,88.0,14534.0,109.6,,,,,1775.0,56718.0,1755.4,35883.2,17035.0,7144.0,16750.0,3281.2,2106.0,4988.0,2088.6,4704.0,49090.0,94.0,49360.0,80.0,,,,,1322.0,214.0,1335.6,292.0,3280.0,814.0,3358.8,536.4,560.5,32834.0,580.7,28456.0,,,,,,,,,,,,,1680.0,268.0,1687.6,238.4,4122.0,1176.0,4128.4,1364.4,1212.5,112.0,1216.6,154.0,9910.0,926.0,9825.0,710.0,2976.0,50704.0,2966.4,31431.2,2684.0,1440.0,2690.6,1090.0,,,,,7350.0,3498.0,7324.0,6355.2,5736.0,9070.0,5686.0,15046.0,8882.0,336.0,8791.4,358.8,2362.0,10454.0,2351.2,14258.0,20905.0,1394.0,20947.0,1170.8,6278.0,12.0,6180.4,16.8,147480.0,2.0,148606.0,5.2,7150.0,10448.0,7095.2,14050.0,,,,,5792.0,1378.0,5776.8,2254.0,,,,,6715.0,176.0,6564.0,70.0,6954.0,10642.0,6912.4,6940.0,578.0,850.0,567.1600000000001,660.0,22500.0,58.0,22922.0,74.0
2017-03-07,4005.0,4818.0,4065.2,3675.6,4276.0,8958.0,4322.6,11162.8,14300.0,32.0,14522.0,90.4,,,,,1768.0,52638.0,1760.0,39841.6,16925.0,4474.0,16811.0,3973.2,2103.0,3376.0,2093.8,4252.4,48910.0,76.0,49376.0,83.2,,,,,1318.0,210.0,1331.0,262.8,3282.0,494.0,3342.8,595.6,560.5,21170.0,576.4,26680.4,,,,,,,,,,,,,1679.5,204.0,1696.7,238.8,4098.0,1306.0,4119.8,1349.6,1206.5,86.0,1221.3,152.0,9845.0,518.0,9833.0,702.8,2965.0,40320.0,2973.2,35598.8,2676.0,810.0,2680.0,1100.0,,,,,7268.0,8710.0,7331.6,7207.6,5682.0,10870.0,5704.8,13072.0,8820.0,224.0,8803.6,324.4,2351.0,8344.0,2355.4,13677.6,20750.0,1634.0,20957.0,1090.8,6348.0,26.0,6216.8,11.2,147480.0,0.0,148222.0,4.8,7083.0,16514.0,7110.6,15446.4,,,,,5808.0,3780.0,5782.0,2427.2,,,,,6750.0,114.0,6616.0,84.0,6860.0,8912.0,6924.4,7925.2,574.0,2538.0,569.6800000000001,1042.0,22300.0,126.0,22819.0,97.6
2017-03-08,4018.0,3202.0,4043.0,3828.0,4233.0,16228.0,4291.8,12860.8,14220.0,34.0,14432.0,43.6,,,,,1750.0,43870.0,1761.2,42803.6,16440.0,6832.0,16751.0,4946.8,2071.0,9418.0,2092.0,5733.6,48520.0,148.0,49138.0,103.6,,,,,1260.0,1190.0,1314.8,461.2,3224.0,658.0,3307.8,618.4,556.0,23110.0,570.4,27374.8,,,,,,,,,,,,,1633.0,562.0,1680.6,292.8,4078.0,2150.0,4107.6,1560.4,1194.0,312.0,1212.8,166.4,9500.0,2144.0,9779.0,966.4,2925.0,31002.0,2965.8,33364.8,2603.0,2212.0,2662.6,1350.0,,,,,7190.0,11614.0,7306.0,6722.4,5632.0,12550.0,5696.8,10433.6,8535.0,604.0,8761.6,394.0,2306.0,13226.0,2347.8,10671.6,19875.0,2110.0,20755.0,1330.8,6314.0,8.0,6257.2,11.2,146030.0,8.0,147756.0,5.2,7018.0,18356.0,7100.2,16973.6,,,,,5646.0,4598.0,5755.2,2350.0,,,,,6440.0,202.0,6605.0,119.6,6802.0,9662.0,6904.8,8038.0,573.0,462.0,571.72,1001.2,22060.0,148.0,22588.0,102.0
2017-03-09,4000.0,3574.0,4019.4,4150.4,4184.0,18958.0,4248.0,15600.4,14185.0,56.0,14339.0,49.2,,,,,1744.0,65334.0,1760.2,48618.0,16235.0,7394.0,16660.0,6153.2,2069.0,4590.0,2088.2,5499.2,47590.0,266.0,48692.0,134.8,,,,,1236.0,966.0,1292.6,614.8,3188.0,1708.0,3265.6,855.2,549.0,35212.0,561.8,30302.0,,,,,,,,,,,,,1643.0,280.0,1667.0,298.0,4092.0,3330.0,4103.8,1894.8,1194.0,140.0,1206.6,167.2,9380.0,1736.0,9695.0,1209.6,2930.0,31638.0,2953.8,33693.6,2567.0,1622.0,2640.8,1460.8,,,,,7148.0,18342.0,7263.2,9534.0,5632.0,18936.0,5680.4,12190.0,8476.0,1312.0,8702.6,595.6,2303.0,9194.0,2335.4,9908.8,19650.0,1284.0,20489.0,1458.8,6414.0,24.0,6306.4,15.6,143090.0,2.0,146460.0,3.2,7054.0,14254.0,7093.8,18619.2,,,,,5466.0,7532.0,5692.0,3672.4,,,,,6500.0,288.0,6609.0,168.0,6792.0,17716.0,6872.4,10204.0,571.6,876.0,573.0400000000001,1096.8,21585.0,112.0,22255.0,99.2
2017-03-10,3907.0,6528.0,3992.8,4649.6,4143.0,17966.0,4222.8,15294.4,14410.0,78.0,14295.0,57.6,,,,,1727.0,55524.0,1752.8,54816.8,16110.0,5478.0,16549.0,6264.4,2041.0,7012.0,2078.0,5876.8,47620.0,108.0,48346.0,138.4,,,,,1222.0,516.0,1271.6,619.2,3193.0,744.0,3233.4,883.6,546.5,18574.0,554.5,26180.0,,,,,,,,,,,,,1627.5,224.0,1652.6,307.6,4077.0,3026.0,4093.4,2197.6,1187.0,152.0,1198.8,160.4,9200.0,1316.0,9567.0,1328.0,2905.0,33778.0,2940.2,37488.4,2562.0,770.0,2618.4,1370.8,,,,,6970.0,27572.0,7185.2,13947.2,5528.0,21204.0,5642.0,14526.0,8350.0,532.0,8612.6,601.6,2268.0,12440.0,2318.0,10731.6,19695.0,1362.0,20175.0,1556.8,6366.0,92.0,6344.0,32.4,144420.0,2.0,145700.0,2.8,7047.0,22912.0,7070.4,16496.8,,,,,5376.0,7904.0,5617.6,5038.4,,,,,6435.0,134.0,6568.0,182.8,6674.0,17398.0,6816.4,12866.0,568.0,316.0,572.9200000000001,1008.4,22010.0,28.0,22091.0,94.4
2017-03-13,3924.0,3576.0,3970.8,4339.6,4185.0,17776.0,4204.2,15977.2,14300.0,90.0,14283.0,58.0,,,,,1736.0,46840.0,1745.0,52841.2,16260.0,3072.0,16394.0,5450.0,2063.0,4874.0,2069.4,5854.0,48180.0,118.0,48164.0,143.2,,,,,1235.0,1370.0,1254.2,850.4,3288.0,650.0,3235.0,850.8,557.0,48130.0,553.8,29239.2,,,,,,,,,,,,,1661.0,382.0,1648.8,330.4,4083.0,1758.0,4085.6,2314.0,1199.0,208.0,1196.1,179.6,9280.0,2006.0,9441.0,1544.0,2914.0,22018.0,2927.8,31751.2,2516.0,3628.0,2584.8,1808.4,,,,,7072.0,22066.0,7129.6,17660.8,5542.0,19758.0,5603.2,16663.6,8400.0,1336.0,8516.2,801.6,2284.0,6800.0,2302.4,10000.8,19760.0,3852.0,19946.0,2048.4,6340.0,14.0,6356.4,32.8,144420.0,0.0,145088.0,2.4,7080.0,17492.0,7056.4,17905.6,,,,,5382.0,8252.0,5535.6,6413.2,,,,,6460.0,100.0,6517.0,167.6,6704.0,9782.0,6766.4,12694.0,572.2,632.0,571.76,964.8,22520.0,190.0,22095.0,120.8
2017-03-14,3896.0,3836.0,3949.0,4143.2,4158.0,16650.0,4180.6,17515.6,14100.0,162.0,14243.0,84.0,,,,,1722.0,76152.0,1735.8,57544.0,16080.0,3534.0,16225.0,5262.0,2046.0,7188.0,2058.0,6616.4,48230.0,94.0,48028.0,146.8,,,,,1229.0,824.0,1236.4,973.2,3253.0,594.0,3229.2,870.8,552.0,24452.0,552.1,29895.6,,,,,,,,,,,,,1661.0,254.0,1645.1,340.4,4096.0,2084.0,4085.2,2469.6,1188.0,222.0,1192.4,206.8,9295.0,1218.0,9331.0,1684.0,2895.0,30278.0,2913.8,29742.8,2482.0,1382.0,2546.0,1922.8,,,,,7018.0,10484.0,7079.6,18015.6,5466.0,14416.0,5560.0,17372.8,8346.0,434.0,8421.4,843.6,2259.0,11538.0,2284.0,10639.6,19525.0,2148.0,19701.0,2151.2,6386.0,120.0,6364.0,51.6,149370.0,4.0,145466.0,3.2,7069.0,13092.0,7053.6,17221.2,,,,,5360.0,3258.0,5446.0,6308.8,,,,,6585.0,96.0,6484.0,164.0,6634.0,18686.0,6721.2,14648.8,565.8,490.0,570.1200000000001,555.2,22475.0,22.0,22130.0,100.0
2017-03-15,3901.0,2808.0,3925.6,4064.4,4163.0,13226.0,4166.6,16915.2,14160.0,72.0,14231.0,91.6,,,,,1733.0,80662.0,1732.4,64902.4,16080.0,2646.0,16153.0,4424.8,2077.0,5426.0,2059.2,5818.0,48680.0,320.0,48060.0,181.2,,,,,1251.0,1012.0,1234.6,937.6,3371.0,1180.0,3258.6,975.2,598.0,52518.0,560.5,35777.2,,,,,,,,,,,,,1707.5,430.0,1660.0,314.0,4072.0,3006.0,4084.0,2640.8,1212.5,290.0,1196.1,202.4,9355.0,1494.0,9302.0,1554.0,2918.0,52210.0,2912.4,33984.4,2568.0,6080.0,2539.0,2696.4,,,,,6992.0,9158.0,7040.0,17524.4,5498.0,15566.0,5533.2,17976.0,8418.0,322.0,8398.0,787.2,2272.0,12598.0,2277.2,10514.0,19770.0,1910.0,19680.0,2111.2,6508.0,92.0,6402.8,68.4,147860.0,4.0,145832.0,2.4,7113.0,19756.0,7072.6,17501.2,,,,,5382.0,3608.0,5393.2,6110.8,,,,,6615.0,88.0,6519.0,141.2,6642.0,8366.0,6689.2,14389.6,580.2,1490.0,571.5600000000001,760.8,22605.0,46.0,22239.0,79.6
